timestamp,fire_start_time,location,severity
2024-06-23 00:52:00,2024-06-23 00:47:00,"45.5815,-73.2400",low
2024-06-08 23:02:00,2024-06-08 22:59:00,"44.0059,-73.4847",low
2024-06-22 16:10:00,2024-06-22 16:07:00,"45.7272,-73.0161",low
2024-06-22 16:10:00,2024-06-16 03:55:00,"44.0099,-72.9358",high
2024-06-08 21:29:00,2024-06-08 21:21:00,"45.6780,-72.3529",medium
2024-06-19 14:56:00,2024-06-19 14:54:00,"45.0842,-73.2646",high
2024-06-06 05:55:00,2024-06-06 05:46:00,"45.0719,-72.7559",low
2024-06-06 05:55:00,2024-06-10 15:49:00,"44.2429,-73.2356",low
2024-06-27 07:36:00,2024-06-27 07:26:00,"44.9126,-72.4613",high
2024-06-28 17:02:00,2024-06-28 16:58:00,"45.6883,-73.4419",medium
2024-06-09 17:51:00,2024-06-09 17:46:00,"44.2811,-73.5860",medium
2024-06-09 17:51:00,2024-06-28 13:32:00,"44.4097,-73.8276",high
2024-06-06 10:33:00,2024-06-06 10:27:00,"45.5845,-73.2418",low
2024-06-20 21:00:00,2024-06-20 20:54:00,"45.5515,-73.6340",high
2024-06-17 09:41:00,2024-06-17 09:37:00,"44.8243,-73.9472",high
2024-06-17 09:41:00,2024-06-09 18:39:00,"45.0917,-73.2401",high
2024-06-04 23:15:00,2024-06-04 23:13:00,"45.4069,-73.3604",medium
2024-07-01 15:30:00,2024-07-01 15:21:00,"44.5810,-72.5434",high
2024-06-26 16:26:00,2024-06-26 16:25:00,"45.6626,-73.5334",medium
2024-06-26 16:26:00,2024-06-28 03:09:00,"45.3532,-72.8591",medium
2024-06-22 11:45:00,2024-06-22 11:43:00,"44.5788,-72.3018",medium
2024-06-17 15:40:00,2024-06-17 15:31:00,"45.8116,-73.3986",medium
2024-06-03 10:33:00,2024-06-03 10:30:00,"45.5839,-72.4859",medium
2024-06-03 10:33:00,2024-06-06 10:15:00,"44.0377,-73.8754",high
2024-06-22 03:07:00,2024-06-22 02:59:00,"44.2351,-72.6150",high
2024-07-01 16:49:00,2024-07-01 16:42:00,"45.9152,-72.0325",medium
2024-06-30 11:03:00,2024-06-30 11:01:00,"45.6882,-72.5658",medium
2024-06-30 11:03:00,2024-06-23 12:54:00,"45.2285,-72.9639",low
2024-06-04 12:47:00,2024-06-04 12:41:00,"44.9674,-72.5623",low
2024-06-03 15:09:00,2024-06-03 15:01:00,"44.4781,-72.5393",medium
2024-06-28 07:33:00,2024-06-28 07:24:00,"45.8437,-72.3300",medium
2024-06-28 07:33:00,2024-06-23 06:30:00,"44.5231,-72.8283",medium
2024-06-24 14:45:00,2024-06-24 14:37:00,"45.4776,-72.8411",high
2024-06-24 22:49:00,2024-06-24 22:42:00,"45.9509,-72.6667",low
2024-06-02 06:32:00,2024-06-02 06:28:00,"45.2007,-72.3991",high
2024-06-02 06:32:00,2024-06-27 10:51:00,"45.2745,-73.2395",low
2024-06-22 04:52:00,2024-06-22 04:50:00,"45.3622,-72.7346",low
2024-06-21 04:49:00,2024-06-21 04:40:00,"44.8525,-72.7790",low
2024-06-03 04:21:00,2024-06-03 04:20:00,"45.5045,-73.4366",medium
2024-06-03 04:21:00,2024-06-09 19:04:00,"45.7775,-72.7613",low
2024-06-10 19:09:00,2024-06-10 19:00:00,"44.3642,-73.7887",low
2024-06-26 18:47:00,2024-06-26 18:45:00,"44.7623,-73.2781",low
2024-07-01 19:17:00,2024-07-01 19:13:00,"44.1732,-73.5439",high
2024-07-01 19:17:00,2024-06-12 14:17:00,"44.7480,-73.3593",low
2024-06-05 20:24:00,2024-06-05 20:15:00,"44.3729,-72.8170",medium
2024-06-14 20:08:00,2024-06-14 19:59:00,"44.5104,-73.9469",medium
2024-06-13 22:03:00,2024-06-13 22:02:00,"44.7648,-72.0428",high
2024-06-13 22:03:00,2024-06-15 06:27:00,"44.1569,-72.3769",medium
2024-06-29 05:25:00,2024-06-29 05:20:00,"45.9954,-72.0852",medium
2024-06-02 16:00:00,2024-06-02 15:52:00,"44.6541,-72.3613",low
2024-06-22 14:01:00,2024-06-22 13:51:00,"45.6365,-72.3032",medium
2024-06-22 14:01:00,2024-06-20 03:38:00,"44.4275,-73.4567",high
2024-06-12 20:15:00,2024-06-12 20:05:00,"44.7755,-73.8548",low
2024-06-19 08:57:00,2024-06-19 08:49:00,"45.8410,-73.6378",low
2024-06-21 21:45:00,2024-06-21 21:36:00,"44.3405,-73.4165",low
2024-06-21 21:45:00,2024-06-25 14:16:00,"44.2359,-72.0532",high
2024-06-12 12:49:00,2024-06-12 12:47:00,"44.7942,-72.7645",low
2024-06-03 13:25:00,2024-06-03 13:21:00,"45.1936,-72.2712",medium
2024-06-03 11:51:00,2024-06-03 11:48:00,"45.6260,-72.7171",medium
2024-06-03 11:51:00,2024-06-24 18:34:00,"45.1861,-73.6190",low
2024-06-13 17:49:00,2024-06-13 17:42:00,"45.7917,-73.9656",high
2024-06-12 03:05:00,2024-06-12 02:59:00,"44.0569,-72.7031",medium
2024-06-20 17:32:00,2024-06-20 17:27:00,"45.1413,-72.2538",low
2024-06-20 17:32:00,2024-06-01 21:54:00,"44.3427,-72.4020",high
2024-06-14 06:21:00,2024-06-14 06:19:00,"45.6685,-73.6136",low
2024-06-27 10:50:00,2024-06-27 10:44:00,"45.2356,-72.3004",high
2024-06-24 19:16:00,2024-06-24 19:11:00,"44.5435,-73.1142",high
2024-06-24 19:16:00,2024-06-01 19:34:00,"44.0991,-72.6555",high
2024-06-21 15:33:00,2024-06-21 15:25:00,"45.3238,-73.2876",high
2024-06-19 05:54:00,2024-06-19 05:44:00,"45.9210,-73.6120",medium
2024-06-10 15:39:00,2024-06-10 15:29:00,"45.5047,-72.2352",medium
2024-06-10 15:39:00,2024-06-17 07:44:00,"45.6717,-73.4247",high
2024-06-28 07:48:00,2024-06-28 07:44:00,"44.3513,-73.7976",medium
2024-06-20 07:19:00,2024-06-20 07:15:00,"44.8698,-72.8271",low
2024-06-20 02:22:00,2024-06-20 02:12:00,"45.7394,-72.2204",low
2024-06-20 02:22:00,2024-06-18 18:49:00,"45.9505,-73.6493",medium
2024-06-10 18:21:00,2024-06-10 18:16:00,"45.3422,-73.1761",high
2024-06-26 03:19:00,2024-06-26 03:11:00,"44.0494,-72.4947",low
2024-06-30 00:21:00,2024-06-30 00:15:00,"44.3153,-73.2966",high
2024-06-30 00:21:00,2024-06-17 12:42:00,"44.3841,-73.0418",low
2024-06-01 23:12:00,2024-06-01 23:09:00,"45.2759,-73.2401",high
2024-06-29 00:55:00,2024-06-29 00:51:00,"45.7790,-73.0186",medium
2024-06-12 07:59:00,2024-06-12 07:54:00,"44.8426,-72.3884",low
2024-06-12 07:59:00,2024-06-07 14:00:00,"45.2748,-73.1627",low
2024-07-01 13:52:00,2024-07-01 13:49:00,"44.2836,-73.0379",high
2024-06-20 10:24:00,2024-06-20 10:14:00,"44.5525,-72.9208",medium
2024-06-07 23:13:00,2024-06-07 23:06:00,"44.1942,-73.0808",high
2024-06-07 23:13:00,2024-06-12 19:20:00,"45.7289,-72.6983",medium
2024-06-06 20:48:00,2024-06-06 20:39:00,"44.7577,-72.4187",medium
2024-06-26 06:35:00,2024-06-26 06:27:00,"45.4930,-73.4054",medium
2024-06-11 02:39:00,2024-06-11 02:29:00,"45.3926,-72.7426",low
2024-06-11 02:39:00,2024-06-30 08:36:00,"44.9763,-72.9517",low
2024-06-05 16:04:00,2024-06-05 16:02:00,"45.9702,-72.1769",medium
2024-06-25 16:18:00,2024-06-25 16:14:00,"44.4492,-73.7259",low
2024-06-03 13:34:00,2024-06-03 13:33:00,"45.4829,-72.5713",medium
2024-06-03 13:34:00,2024-06-08 23:41:00,"44.2348,-73.8773",low
2024-06-08 21:55:00,2024-06-08 21:46:00,"45.2623,-72.5404",high
2024-06-24 13:39:00,2024-06-24 13:29:00,"45.4639,-73.9894",medium
2024-06-19 13:26:00,2024-06-19 13:19:00,"44.7035,-73.8982",high
2024-06-19 13:26:00,2024-06-29 14:24:00,"45.2037,-73.8131",medium
2024-06-03 02:36:00,2024-06-03 02:28:00,"45.4012,-72.8973",high
2024-06-27 19:51:00,2024-06-27 19:50:00,"44.9488,-73.3996",medium
2024-06-04 09:51:00,2024-06-04 09:44:00,"44.7181,-72.6326",medium
2024-06-04 09:51:00,2024-06-19 10:15:00,"45.4035,-73.7670",medium
2024-06-26 15:39:00,2024-06-26 15:37:00,"45.9375,-73.9034",low
2024-06-03 10:05:00,2024-06-03 09:58:00,"44.6836,-73.4685",high
2024-06-24 04:46:00,2024-06-24 04:38:00,"45.5760,-73.6966",high
2024-06-24 04:46:00,2024-06-11 14:46:00,"44.7719,-73.1206",high
2024-07-01 03:42:00,2024-07-01 03:32:00,"44.0563,-73.3648",medium
2024-06-26 19:17:00,2024-06-26 19:11:00,"44.1077,-73.1806",medium
2024-06-06 21:34:00,2024-06-06 21:31:00,"45.3050,-73.3480",low
2024-06-06 21:34:00,2024-06-11 05:31:00,"45.1735,-72.3452",low
2024-06-07 10:20:00,2024-06-07 10:13:00,"44.4900,-73.6298",medium
2024-06-17 02:57:00,2024-06-17 02:47:00,"44.2318,-73.9250",low
2024-06-03 03:19:00,2024-06-03 03:10:00,"45.8825,-73.4796",medium
2024-06-03 03:19:00,2024-06-20 17:09:00,"44.3619,-73.7504",low
2024-06-05 15:29:00,2024-06-05 15:23:00,"44.7978,-72.3175",high
2024-06-19 05:30:00,2024-06-19 05:28:00,"44.6140,-72.1893",medium
2024-06-05 17:26:00,2024-06-05 17:19:00,"44.3493,-73.1652",high
2024-06-05 17:26:00,2024-06-26 04:28:00,"45.1362,-73.3776",low
2024-06-11 21:58:00,2024-06-11 21:53:00,"44.6981,-73.3248",high
2024-06-15 01:58:00,2024-06-15 01:54:00,"44.7510,-73.2771",high
2024-06-04 13:38:00,2024-06-04 13:36:00,"45.7101,-72.6066",high
2024-06-04 13:38:00,2024-06-20 06:55:00,"44.7676,-72.2029",medium
2024-06-10 04:54:00,2024-06-10 04:50:00,"44.3691,-72.7970",medium
2024-06-11 16:13:00,2024-06-11 16:12:00,"45.1603,-73.3345",medium
2024-06-19 03:40:00,2024-06-19 03:37:00,"44.2930,-73.5684",high
2024-06-19 03:40:00,2024-06-28 08:14:00,"45.1065,-73.7353",medium
2024-06-19 05:25:00,2024-06-19 05:23:00,"44.8700,-72.5340",low
2024-06-06 08:29:00,2024-06-06 08:24:00,"45.8368,-72.3287",medium
2024-06-24 20:29:00,2024-06-24 20:28:00,"45.4075,-72.2253",high
2024-06-24 20:29:00,2024-06-17 11:58:00,"45.8076,-73.3395",high
2024-06-02 12:23:00,2024-06-02 12:18:00,"45.0896,-73.1528",high
2024-06-02 09:33:00,2024-06-02 09:31:00,"44.4830,-73.5107",low
2024-06-03 21:35:00,2024-06-03 21:29:00,"45.1757,-72.2493",medium
2024-06-03 21:35:00,2024-06-03 21:34:00,"45.0685,-73.1526",medium
2024-06-05 12:54:00,2024-06-05 12:52:00,"44.9061,-72.7903",medium
2024-06-30 16:10:00,2024-06-30 16:03:00,"45.2645,-72.0919",medium
2024-06-17 11:17:00,2024-06-17 11:13:00,"45.3527,-72.7717",low
2024-06-17 11:17:00,2024-06-01 03:13:00,"44.1476,-72.2542",high
2024-06-22 00:42:00,2024-06-22 00:37:00,"45.6279,-72.9745",high
2024-06-16 03:50:00,2024-06-16 03:45:00,"45.1700,-72.6122",low
2024-06-05 01:01:00,2024-06-05 00:58:00,"45.7107,-73.5905",high
2024-06-05 01:01:00,2024-06-16 17:53:00,"44.7390,-73.9347",high
2024-06-14 00:28:00,2024-06-14 00:18:00,"45.9632,-73.3133",high
2024-06-27 04:12:00,2024-06-27 04:09:00,"44.4567,-73.0852",medium
2024-06-07 00:16:00,2024-06-07 00:10:00,"44.8145,-73.0414",high
2024-06-07 00:16:00,2024-06-28 10:26:00,"45.0555,-73.5005",high
2024-06-27 11:28:00,2024-06-27 11:21:00,"45.2185,-72.2297",low
2024-06-05 07:04:00,2024-06-05 07:02:00,"45.9270,-73.9913",high
2024-06-25 12:43:00,2024-06-25 12:38:00,"45.0144,-73.5976",low
2024-06-25 12:43:00,2024-06-08 11:46:00,"45.7668,-73.8160",medium
2024-06-06 08:01:00,2024-06-06 07:54:00,"45.0048,-73.1552",low
2024-07-01 10:23:00,2024-07-01 10:18:00,"44.9592,-72.5315",high
2024-06-27 04:53:00,2024-06-27 04:43:00,"44.1611,-72.8405",high
2024-06-27 04:53:00,2024-06-24 20:22:00,"45.9562,-72.6510",high
2024-06-05 20:44:00,2024-06-05 20:34:00,"45.8489,-72.8158",medium
2024-06-19 18:36:00,2024-06-19 18:33:00,"45.8455,-73.7754",high
2024-06-26 12:04:00,2024-06-26 11:58:00,"44.3564,-73.7187",medium
2024-06-26 12:04:00,2024-07-01 14:03:00,"45.0896,-72.3958",high
2024-06-21 23:30:00,2024-06-21 23:25:00,"45.5851,-73.1171",high
2024-06-09 04:32:00,2024-06-09 04:23:00,"44.5728,-73.1120",high
2024-06-24 05:36:00,2024-06-24 05:30:00,"44.2183,-73.5053",high
2024-06-24 05:36:00,2024-06-28 13:09:00,"44.7122,-73.8324",high
2024-06-28 15:42:00,2024-06-28 15:41:00,"44.7021,-73.2551",high
